Customer_ID,Age,Gender,Income,Spending_Score,Education_Level,Marital_Status,Purchase_Amount,Num_Transactions,Product_Category,Loyalty_Score,Customer_Tenure
3800,27,Male,20150,70,High School,Single,2291.22,36,Beauty,29,1
3801,31,Male,30170,61,PhD,Married,4835.17,32,Groceries,99,7
3802,35,Female,80950,26,High School,Divorced,2030.35,23,Clothing,55,7
3803,68,Female,48386,59,High School,Divorced,3731.24,29,Electronics,11,2
3804,26,Female,46393,41,PhD,Married,4259.87,10,Electronics,56,10
3805,56,Female,107692,68,Bachelor's,Divorced,3024.07,4,Furniture,23,10
3806,45,Female,119495,92,High School,Married,3044.14,37,Groceries,56,5
3807,20,Female,65683,77,High School,Married,2580.51,40,Clothing,12,13
3808,37,Female,63954,98,Master's,Married,4723.48,11,Electronics,97,1
3809,23,Male,24995,46,Master's,Single,4530.23,17,Clothing,1,3
3810,44,Male,56177,82,Bachelor's,Divorced,4289.03,19,Electronics,64,7
3811,19,Male,38274,24,Master's,Married,4105.05,6,Beauty,18,14
3812,46,Female,118414,94,Bachelor's,Divorced,3129.82,46,Electronics,5,2
3813,55,Male,75475,10,High School,Single,3964.27,29,Furniture,14,2
3814,20,Male,70128,66,High School,Divorced,3610.92,1,Groceries,37,6
3815,33,Female,62394,43,PhD,Divorced,4717.62,42,Clothing,13,4
3816,47,Male,27943,55,Bachelor's,Married,1543.35,23,Electronics,55,8
3817,57,Female,73428,93,Master's,Married,2403.38,36,Electronics,36,7
3818,19,Male,49038,65,PhD,Single,2403.2,18,Electronics,99,11
3819,34,Female,82988,81,Bachelor's,Single,4819.08,28,Beauty,40,7
3820,58,Female,95949,22,Bachelor's,Single,4172.68,46,Electronics,2,8
3821,29,Female,87669,59,Master's,Married,457.48,22,Clothing,20,2
3822,52,Male,100419,90,Master's,Divorced,1776.83,10,Beauty,92,2
3823,60,Female,34242,74,Bachelor's,Married,1212.44,43,Clothing,22,9
3824,18,Male,41426,8,Bachelor's,Married,4379.38,39,Furniture,86,4
3825,62,Male,101772,84,PhD,Married,4680.69,23,Beauty,63,5
3826,32,Female,60515,22,High School,Single,1299.89,42,Beauty,87,13
3827,43,Male,72876,57,Bachelor's,Single,125.48,25,Groceries,81,3
3828,54,Male,32718,52,Bachelor's,Single,3673.92,44,Electronics,75,12
3829,38,Male,58533,48,Master's,Married,1844.58,8,Electronics,86,9
3830,66,Female,65713,88,Bachelor's,Divorced,3495.57,45,Groceries,18,3
3831,48,Male,33685,22,High School,Married,3115.08,9,Clothing,92,6
3832,42,Male,114471,87,Bachelor's,Married,146.74,18,Electronics,38,14
3833,40,Male,89800,49,Master's,Divorced,3200.35,49,Furniture,4,1
3834,41,Male,24412,92,High School,Single,3366.33,12,Electronics,75,13
3835,55,Male,69364,2,Bachelor's,Married,105.09,47,Groceries,58,11
3836,45,Male,99415,58,PhD,Married,4462.06,40,Furniture,93,11
3837,38,Female,102553,42,PhD,Single,3106.42,6,Groceries,46,5
3838,60,Female,52607,68,High School,Married,4847.13,6,Beauty,46,9
3839,35,Female,91553,37,Master's,Married,3973.46,21,Beauty,56,9
3840,53,Female,60681,21,High School,Divorced,1108.54,23,Electronics,68,9
3841,52,Male,29576,26,PhD,Divorced,3146.35,9,Furniture,73,13
3842,62,Male,22170,15,Bachelor's,Married,217.19,11,Clothing,23,11
3843,26,Male,37429,99,High School,Single,1523.52,32,Furniture,72,8
3844,55,Male,105209,47,High School,Single,3144.44,25,Electronics,63,13
3845,47,Female,37260,15,PhD,Single,215.11,31,Groceries,18,6
3846,61,Female,53161,86,High School,Divorced,1816.66,4,Electronics,72,4
3847,51,Male,43084,1,High School,Married,3860.43,5,Clothing,34,1
3848,49,Male,67364,52,Master's,Single,3753.17,20,Furniture,54,1
3849,20,Male,53000,90,High School,Married,155.77,25,Electronics,70,8
3850,20,Female,56337,10,Master's,Divorced,1464.3,36,Clothing,47,4
3851,45,Female,112535,20,PhD,Single,866.17,41,Beauty,13,8
3852,61,Female,58673,60,Master's,Married,4463.19,1,Clothing,73,10
3853,32,Male,82153,48,Bachelor's,Divorced,336.8,45,Groceries,44,3
3854,58,Male,102751,1,Bachelor's,Married,4816.49,36,Clothing,52,11
3855,40,Male,61046,76,High School,Divorced,4331.45,14,Groceries,42,3
3856,57,Female,59808,41,High School,Married,4132.38,46,Electronics,85,13
3857,28,Female,79252,24,Bachelor's,Married,100.19,21,Groceries,98,10
3858,65,Female,75988,90,Bachelor's,Divorced,333.38,49,Electronics,36,7
3859,49,Male,95945,64,PhD,Married,4205.11,48,Clothing,47,9
3860,53,Female,27761,62,Master's,Married,2529.7,19,Electronics,32,5
3861,50,Male,36221,64,Bachelor's,Divorced,4307.23,28,Beauty,48,6
3862,41,Male,29426,2,High School,Single,3922.85,5,Clothing,34,1
3863,56,Male,45068,20,Master's,Divorced,3308.99,32,Beauty,52,13
3864,51,Female,116144,54,PhD,Single,539.38,42,Electronics,74,2
3865,45,Female,44597,19,Bachelor's,Divorced,4021.61,5,Groceries,64,1
3866,54,Female,23877,25,High School,Divorced,589.69,13,Groceries,80,13
3867,24,Female,32319,1,High School,Divorced,4012.15,24,Clothing,91,9
3868,21,Female,72534,95,High School,Single,233.61,36,Beauty,29,3
3869,54,Female,53112,58,Bachelor's,Single,2360.18,21,Electronics,2,8
3870,18,Male,42383,68,PhD,Divorced,3961.73,19,Groceries,68,5
3871,18,Female,86696,3,PhD,Divorced,196.25,34,Beauty,61,1
3872,64,Female,20483,36,High School,Divorced,2897.38,27,Clothing,86,1
3873,37,Male,73169,75,PhD,Single,4792.75,12,Groceries,74,5
3874,36,Female,87364,19,Bachelor's,Single,3542.66,10,Furniture,5,14
3875,46,Female,46460,73,Master's,Single,4438.48,36,Clothing,72,10
3876,27,Male,115822,42,Bachelor's,Married,672.02,5,Clothing,1,14
3877,35,Female,80397,41,High School,Single,2178.15,46,Clothing,73,6
3878,45,Male,36699,20,PhD,Single,3037.55,25,Clothing,35,5
3879,52,Male,74014,73,Bachelor's,Divorced,473.95,24,Beauty,73,12
3880,60,Male,95604,18,PhD,Married,532.87,30,Beauty,83,13
3881,64,Female,66142,57,Master's,Married,1884.2,38,Electronics,13,7
3882,48,Male,112747,42,High School,Divorced,4018.86,4,Electronics,97,11
3883,44,Female,55097,96,PhD,Married,2663.49,37,Electronics,36,7
3884,28,Male,118092,68,High School,Single,2062.4,5,Clothing,18,7
3885,66,Female,118142,94,Bachelor's,Married,4084.78,28,Electronics,56,2
3886,66,Male,29805,11,PhD,Divorced,524.25,6,Clothing,95,13
3887,55,Female,57238,42,Bachelor's,Married,2689.51,47,Beauty,19,4
3888,22,Female,33574,83,PhD,Married,3031.74,7,Electronics,96,4
3889,25,Female,67042,18,PhD,Married,2897.87,2,Furniture,69,9
3890,51,Female,54868,5,Master's,Married,1075.34,34,Furniture,43,11
3891,65,Female,86344,83,Master's,Married,4506.58,11,Clothing,79,6
3892,69,Female,90147,20,High School,Single,2030.11,30,Clothing,63,10
3893,29,Female,110625,66,Bachelor's,Divorced,4723.67,10,Furniture,3,14
3894,55,Female,104258,83,High School,Divorced,1006.14,48,Beauty,32,12
3895,18,Female,60954,58,Master's,Married,1359.66,27,Clothing,1,14
3896,48,Male,90560,75,PhD,Divorced,877.34,19,Beauty,93,7
3897,21,Male,73732,13,High School,Married,4867.13,30,Electronics,71,13
3898,66,Male,87432,64,PhD,Single,408.7,19,Groceries,34,4
3899,62,Male,60369,84,High School,Single,2368.68,16,Beauty,71,3
3900,67,Male,39084,42,Bachelor's,Single,2386.27,39,Clothing,30,12
3901,22,Female,86674,2,PhD,Single,2064.14,39,Beauty,3,12
3902,47,Male,67878,50,High School,Single,3311.61,4,Beauty,55,2
3903,41,Male,36507,9,Bachelor's,Single,4090.28,24,Furniture,5,11
3904,20,Male,118041,45,High School,Divorced,677.58,41,Electronics,20,9
3905,28,Male,46478,71,Master's,Divorced,755.03,2,Furniture,85,6
3906,62,Female,38010,4,Bachelor's,Married,1317.73,15,Furniture,5,4
3907,21,Female,54352,61,Master's,Single,4943.0,46,Electronics,48,8
3908,43,Male,39842,66,High School,Divorced,4243.97,13,Electronics,71,9
3909,44,Male,73520,87,Bachelor's,Single,488.88,19,Electronics,81,10
3910,63,Male,106680,1,PhD,Married,4236.97,28,Beauty,21,1
3911,60,Male,119709,69,High School,Divorced,4756.42,40,Electronics,37,7
3912,44,Female,31485,32,High School,Single,3124.24,24,Beauty,22,14
3913,59,Female,46614,19,Bachelor's,Single,3451.73,21,Beauty,92,9
3914,68,Female,51885,31,Master's,Married,2948.53,5,Furniture,22,3
3915,67,Male,21244,54,High School,Divorced,1495.03,46,Beauty,47,6
3916,23,Female,91428,4,Master's,Married,319.8,45,Furniture,5,5
3917,32,Male,69350,7,Bachelor's,Married,504.23,44,Groceries,67,11
3918,47,Female,97810,32,Master's,Married,4477.67,1,Furniture,25,10
3919,59,Female,104050,97,Bachelor's,Divorced,2377.38,19,Clothing,64,5
3920,54,Male,80628,6,High School,Single,118.09,29,Groceries,18,8
3921,54,Female,58390,98,Master's,Single,3171.16,32,Electronics,81,1
3922,59,Female,37714,51,Master's,Married,2553.44,23,Furniture,83,8
3923,54,Male,81140,15,Bachelor's,Married,586.38,47,Electronics,74,4
3924,52,Female,72496,28,PhD,Divorced,3280.29,29,Beauty,18,8
3925,40,Female,61942,80,PhD,Divorced,4299.44,23,Electronics,42,11
3926,23,Male,106362,21,Master's,Divorced,4758.82,40,Beauty,66,5
3927,21,Female,39982,86,PhD,Divorced,3961.81,7,Beauty,52,13
3928,35,Male,99207,97,PhD,Single,572.5,3,Clothing,67,8
3929,26,Male,103264,99,High School,Married,1951.89,1,Beauty,75,11
3930,66,Male,67379,25,Bachelor's,Married,3522.09,24,Furniture,51,10
3931,46,Male,90376,40,Master's,Married,3094.58,26,Groceries,84,10
3932,30,Male,79809,26,High School,Divorced,2627.32,19,Groceries,44,5
3933,64,Male,75071,19,Bachelor's,Divorced,4365.69,19,Beauty,17,9
3934,69,Male,39695,20,PhD,Divorced,4500.09,15,Electronics,65,14
3935,34,Male,25269,94,Master's,Single,181.94,47,Electronics,12,14
3936,62,Male,80477,42,Master's,Single,1129.0,22,Beauty,34,9
3937,49,Male,114940,20,Bachelor's,Married,2395.02,9,Furniture,44,13
3938,65,Male,85964,41,PhD,Married,864.82,24,Beauty,35,3
3939,39,Male,71450,45,Bachelor's,Married,1857.18,12,Clothing,50,13
3940,21,Male,58922,86,PhD,Divorced,2206.53,23,Electronics,1,7
3941,22,Female,55232,37,PhD,Single,2037.98,17,Clothing,51,14
3942,54,Male,79941,27,PhD,Divorced,2914.41,34,Clothing,19,7
3943,58,Male,69728,96,PhD,Married,1902.56,13,Furniture,27,10
3944,66,Male,31454,46,Bachelor's,Single,2924.91,46,Clothing,87,8
3945,30,Female,94277,86,Bachelor's,Married,3997.71,12,Furniture,79,1
3946,51,Male,65822,8,Bachelor's,Single,4523.54,47,Beauty,23,13
3947,62,Female,40936,12,Bachelor's,Married,3878.45,43,Beauty,73,10
3948,39,Male,62252,89,Bachelor's,Single,1182.83,31,Furniture,42,12
3949,40,Female,74191,82,High School,Married,4295.06,23,Clothing,57,1
3950,68,Female,35860,65,PhD,Divorced,3668.22,46,Groceries,10,7
3951,20,Female,63251,64,High School,Divorced,4772.84,27,Groceries,37,9
3952,59,Female,78147,32,PhD,Single,4100.46,14,Furniture,33,1
3953,51,Female,39603,46,High School,Married,1434.45,12,Electronics,59,9
3954,49,Male,44106,66,PhD,Single,191.99,19,Groceries,57,5
3955,62,Male,29324,36,High School,Divorced,1848.81,4,Electronics,40,8
3956,68,Male,113624,46,Master's,Single,705.02,48,Clothing,54,1
3957,66,Female,96224,22,High School,Divorced,2203.56,30,Groceries,40,11
3958,38,Female,63963,16,Bachelor's,Single,3285.66,15,Clothing,86,2
3959,63,Female,73346,28,High School,Married,2278.47,15,Electronics,87,2
3960,61,Female,95306,48,Bachelor's,Divorced,2917.54,36,Beauty,41,10
3961,38,Male,86387,36,Master's,Married,2896.45,15,Electronics,42,3
3962,61,Female,111239,80,PhD,Single,2460.15,17,Electronics,40,10
3963,28,Male,113376,99,PhD,Married,3030.56,44,Electronics,31,7
3964,56,Female,81485,97,High School,Married,1529.96,4,Groceries,19,11
3965,21,Female,111333,89,High School,Married,4960.91,3,Clothing,79,4
3966,68,Female,26907,39,Master's,Married,2207.43,34,Clothing,13,2
3967,18,Female,116360,76,PhD,Married,4006.0,35,Electronics,27,3
3968,45,Female,73145,80,Bachelor's,Divorced,3950.76,26,Beauty,3,11
3969,41,Male,32316,36,Bachelor's,Divorced,1925.81,11,Clothing,56,1
3970,52,Female,65224,58,High School,Single,1118.93,16,Clothing,98,12
3971,30,Male,37934,97,High School,Single,2549.41,49,Clothing,92,7
3972,64,Male,94596,48,High School,Single,1931.16,45,Electronics,75,10
3973,51,Female,93234,41,High School,Single,2408.41,45,Furniture,22,9
3974,28,Female,106903,51,High School,Married,4655.54,18,Furniture,88,11
3975,53,Female,26600,36,High School,Married,3001.87,48,Furniture,68,11
3976,68,Female,68616,49,Bachelor's,Married,3112.46,22,Beauty,43,5
3977,34,Female,26586,58,Bachelor's,Single,3270.9,42,Electronics,85,10
3978,52,Female,95088,28,PhD,Divorced,146.47,23,Beauty,41,8
3979,35,Male,35967,98,Master's,Single,3786.53,11,Furniture,75,10
3980,57,Male,49467,16,Master's,Single,2474.48,21,Beauty,10,10
3981,39,Female,75694,93,High School,Divorced,3431.47,45,Groceries,29,8
3982,41,Female,108249,93,High School,Divorced,2056.28,36,Electronics,25,10
3983,36,Male,56404,88,PhD,Married,111.53,49,Electronics,60,8
3984,54,Male,118300,23,PhD,Single,2891.34,31,Groceries,41,13
3985,56,Male,73147,81,Master's,Divorced,2191.22,46,Groceries,52,7
3986,38,Female,117096,68,PhD,Single,3341.84,35,Beauty,51,8
3987,25,Male,52346,87,PhD,Single,1910.36,48,Beauty,7,14
3988,45,Female,29670,86,Master's,Single,2764.9,28,Furniture,81,6
3989,22,Female,48120,38,Master's,Divorced,1354.95,31,Furniture,73,14
3990,34,Male,103933,27,Bachelor's,Single,3368.36,15,Clothing,33,12
3991,54,Male,64108,30,PhD,Single,964.88,7,Groceries,49,1
3992,53,Male,59553,64,Master's,Divorced,3916.12,40,Clothing,86,6
3993,36,Female,37041,22,Master's,Married,760.28,10,Groceries,64,9
3994,44,Female,118548,70,High School,Divorced,1644.95,34,Furniture,47,10
3995,51,Male,80839,91,Bachelor's,Single,1419.21,7,Electronics,20,10
3996,28,Female,40148,22,PhD,Married,2949.7,11,Electronics,3,14
3997,62,Male,44711,77,High School,Divorced,2086.17,40,Groceries,74,2
3998,64,Female,83187,63,Master's,Single,2979.56,25,Beauty,46,4
3999,29,Male,98984,24,Master's,Divorced,1123.84,42,Beauty,18,11
4000,38,Female,29075,50,Master's,Married,1495.6,14,Groceries,3,8
4001,28,Male,23732,97,PhD,Single,2307.48,44,Clothing,55,5
4002,56,Female,75131,30,Master's,Single,2003.83,22,Beauty,59,12
4003,45,Female,73803,86,High School,Single,1118.06,35,Furniture,30,9
4004,22,Female,50779,7,High School,Divorced,293.07,11,Electronics,80,7
4005,34,Male,75544,58,Master's,Married,3694.62,37,Electronics,72,1
4006,37,Female,50110,73,Master's,Single,147.29,17,Beauty,73,4
4007,58,Female,45460,32,Bachelor's,Single,2651.36,29,Furniture,16,7
4008,63,Male,29174,35,Master's,Divorced,2445.16,14,Groceries,70,10
4009,29,Male,96172,81,PhD,Single,4381.43,34,Clothing,15,4
4010,23,Female,99916,22,PhD,Divorced,3498.65,20,Groceries,72,6
4011,34,Female,110083,26,PhD,Single,201.77,24,Beauty,76,4
4012,68,Male,116257,96,Bachelor's,Married,587.77,11,Clothing,38,14
4013,36,Female,90817,93,High School,Divorced,3640.03,35,Electronics,62,4
4014,43,Female,70372,37,PhD,Divorced,1220.15,6,Clothing,18,12
4015,65,Male,110817,36,Master's,Single,731.58,43,Clothing,19,11
4016,61,Male,81245,46,High School,Single,1891.23,44,Clothing,71,11
4017,61,Male,22606,10,PhD,Divorced,4720.21,20,Beauty,72,5
4018,69,Female,46849,87,PhD,Married,2001.56,1,Beauty,15,8
4019,49,Female,61985,5,PhD,Divorced,3218.59,7,Clothing,7,6
4020,23,Male,54084,75,Master's,Married,1418.37,27,Clothing,22,5
4021,53,Male,55919,61,Master's,Divorced,3900.08,27,Electronics,83,2
4022,55,Female,118422,12,Bachelor's,Single,1944.93,46,Groceries,28,6
4023,28,Male,90229,20,PhD,Divorced,4255.13,17,Beauty,94,13
4024,50,Female,79198,10,High School,Divorced,3723.04,9,Beauty,15,10
4025,41,Male,100439,26,High School,Single,650.81,47,Clothing,39,3
4026,40,Male,32295,12,High School,Single,1298.76,39,Clothing,9,2
4027,32,Female,54676,89,Bachelor's,Divorced,1456.12,34,Clothing,74,8
4028,44,Female,106005,8,PhD,Single,1586.29,46,Furniture,22,3
4029,28,Male,118730,20,High School,Divorced,3855.51,38,Beauty,88,6
4030,68,Female,96377,74,Master's,Single,1754.68,9,Clothing,20,2
4031,67,Female,91271,89,Bachelor's,Married,2798.25,33,Furniture,88,14
4032,34,Male,46902,47,Bachelor's,Single,4157.94,5,Groceries,95,1
4033,68,Female,68015,94,Master's,Single,465.42,30,Clothing,62,13
4034,31,Female,91417,76,High School,Married,1552.48,15,Furniture,12,12
4035,44,Female,118943,8,Bachelor's,Married,4841.11,7,Groceries,60,10
4036,35,Female,116615,87,High School,Divorced,4416.36,43,Groceries,80,12
4037,45,Male,94931,81,Bachelor's,Single,3978.02,45,Furniture,4,11
4038,68,Male,65660,4,High School,Divorced,1141.94,46,Beauty,31,9
4039,64,Male,55531,65,Master's,Single,4167.3,14,Clothing,29,14
4040,64,Male,59460,37,Bachelor's,Single,4800.78,35,Beauty,40,10
4041,21,Male,46841,52,Master's,Divorced,3225.52,7,Groceries,23,6
4042,24,Female,109538,8,High School,Divorced,575.43,37,Beauty,90,3
4043,62,Female,85681,33,Bachelor's,Single,4781.1,5,Beauty,35,1
4044,52,Female,105050,35,PhD,Married,104.72,5,Groceries,60,7
4045,65,Male,76722,25,PhD,Single,3568.61,28,Beauty,85,6
4046,26,Male,101386,63,Master's,Married,2524.13,33,Electronics,14,11
4047,25,Male,29248,93,PhD,Single,2198.9,46,Groceries,64,3
4048,69,Female,27133,40,PhD,Married,4378.68,38,Groceries,31,6
4049,62,Female,35893,62,High School,Divorced,1839.53,42,Clothing,20,2
4050,34,Female,119761,28,Master's,Divorced,746.8,15,Electronics,99,12
4051,34,Male,117460,53,Master's,Single,1051.03,15,Electronics,61,4
4052,66,Male,83163,99,PhD,Single,1354.99,9,Electronics,70,7
4053,50,Female,37457,51,Bachelor's,Divorced,2234.95,12,Beauty,87,8
4054,49,Female,63329,67,High School,Married,1215.05,24,Furniture,7,6
4055,25,Female,119826,66,Master's,Divorced,602.6,5,Beauty,1,8
4056,36,Male,47730,80,Bachelor's,Divorced,897.06,22,Groceries,5,5
4057,55,Male,53303,97,PhD,Married,895.87,35,Beauty,69,9
4058,20,Female,75364,57,Bachelor's,Divorced,4707.67,47,Beauty,93,10
4059,22,Female,72231,7,PhD,Married,1813.53,18,Clothing,66,6
4060,30,Male,53528,23,Master's,Single,2356.95,32,Groceries,71,2
4061,64,Female,98946,95,High School,Single,4087.9,15,Electronics,57,13
4062,63,Female,68961,44,PhD,Married,2666.16,31,Clothing,15,6
4063,48,Male,67813,62,PhD,Single,849.69,13,Groceries,94,8
4064,33,Female,67930,82,High School,Married,4001.92,33,Furniture,55,8
4065,67,Female,110319,84,High School,Married,3453.34,17,Furniture,5,6
4066,49,Female,82254,8,PhD,Single,4789.48,22,Beauty,96,7
4067,39,Male,93635,94,Bachelor's,Single,1401.67,2,Groceries,83,10
4068,46,Female,65953,13,Bachelor's,Married,883.1,19,Electronics,71,4
4069,39,Female,23263,30,Master's,Married,3197.58,46,Clothing,56,7
4070,60,Male,87533,20,PhD,Married,836.58,18,Groceries,82,1
4071,20,Female,105925,74,High School,Single,4046.58,27,Electronics,52,2
4072,27,Female,20025,28,PhD,Divorced,2418.13,45,Groceries,20,2
4073,59,Male,94234,19,PhD,Divorced,4860.82,43,Groceries,26,11
4074,38,Female,50867,2,Master's,Married,950.56,1,Beauty,90,4
4075,33,Female,106393,45,High School,Divorced,3817.76,5,Beauty,49,11
4076,29,Female,27683,91,Bachelor's,Single,1264.85,9,Beauty,23,13
4077,19,Male,93687,45,High School,Married,1827.25,48,Electronics,96,3
4078,58,Female,40544,62,High School,Divorced,2337.43,26,Beauty,83,2
4079,41,Male,51448,52,High School,Divorced,1471.87,40,Groceries,17,12
4080,52,Male,116884,52,Master's,Married,3761.51,2,Beauty,50,13
4081,47,Male,32083,45,Bachelor's,Married,1845.43,19,Electronics,87,1
4082,47,Male,32653,77,Bachelor's,Divorced,2122.02,2,Furniture,5,6
4083,64,Male,42291,12,PhD,Divorced,2821.17,47,Electronics,1,13
4084,52,Male,107897,32,High School,Single,3026.75,33,Furniture,6,6
4085,36,Male,81938,17,PhD,Divorced,3141.81,38,Groceries,97,3
4086,67,Female,64826,56,Master's,Single,3290.85,31,Beauty,76,13
4087,25,Female,85704,21,High School,Single,2812.35,28,Groceries,81,4
4088,43,Male,67523,33,Master's,Single,2829.91,12,Electronics,55,4
4089,66,Female,54691,88,High School,Divorced,2911.84,11,Electronics,29,13
4090,57,Female,33163,55,Master's,Single,4687.98,12,Furniture,79,8
4091,24,Female,81479,80,High School,Married,980.54,3,Furniture,45,13
4092,47,Male,101403,3,Bachelor's,Married,2930.64,37,Electronics,85,2
4093,24,Female,85231,87,Bachelor's,Single,4969.35,31,Clothing,14,1
4094,20,Male,60422,55,Bachelor's,Married,4773.88,45,Beauty,40,12
4095,18,Male,42611,18,PhD,Divorced,3940.78,38,Groceries,99,6
4096,53,Female,72461,10,High School,Single,1554.5,36,Furniture,78,4
4097,42,Male,27625,32,Bachelor's,Married,3957.4,27,Groceries,32,14
4098,54,Male,77852,77,Master's,Married,4945.85,35,Electronics,78,13
4099,18,Male,26984,83,Master's,Divorced,4268.96,2,Furniture,12,8
4100,32,Female,100209,32,PhD,Married,1277.05,44,Groceries,52,6
4101,54,Female,90653,39,High School,Single,2396.75,21,Beauty,98,13
4102,30,Female,100733,77,Bachelor's,Divorced,3423.21,47,Beauty,97,1
4103,57,Male,58591,9,Master's,Divorced,464.43,29,Groceries,77,8
4104,25,Female,83260,12,High School,Divorced,4745.41,16,Electronics,27,2
4105,22,Female,118485,6,Bachelor's,Married,1786.61,13,Furniture,63,10
4106,26,Female,110118,58,Bachelor's,Single,2617.3,19,Beauty,19,2
4107,18,Male,57528,84,High School,Single,3134.37,40,Groceries,91,11
4108,53,Male,20407,84,Master's,Single,1178.06,18,Beauty,77,6
4109,52,Female,66378,44,Master's,Married,1511.42,43,Groceries,14,4
4110,19,Male,45998,56,PhD,Married,1827.62,3,Beauty,56,7
4111,57,Female,62574,8,PhD,Divorced,3690.2,39,Groceries,1,11
4112,40,Female,66631,58,PhD,Married,4063.24,10,Beauty,16,9
4113,26,Male,30714,73,Master's,Married,3765.98,33,Electronics,15,7
4114,51,Male,92892,60,PhD,Married,4418.38,2,Furniture,32,4
4115,63,Male,44442,4,Master's,Single,194.21,27,Groceries,88,2
4116,31,Male,83764,21,High School,Single,1268.08,32,Groceries,7,8
4117,21,Male,68889,8,PhD,Married,3605.62,41,Groceries,82,8
4118,47,Male,74892,56,Bachelor's,Single,3097.38,38,Beauty,62,8
4119,48,Female,35869,35,PhD,Single,4796.79,32,Groceries,83,7
4120,55,Female,69247,21,Bachelor's,Single,1622.15,29,Beauty,56,1
4121,28,Male,47679,26,Master's,Married,1507.16,2,Clothing,69,5
4122,52,Male,64299,50,Master's,Married,4856.35,49,Electronics,22,1
4123,25,Female,96168,6,Master's,Single,3664.04,41,Groceries,85,2
4124,20,Female,80947,5,High School,Married,3287.24,11,Groceries,82,7
4125,31,Male,28590,26,PhD,Married,2777.34,31,Beauty,68,6
4126,30,Male,86797,27,High School,Single,982.46,46,Clothing,91,2
4127,62,Female,58791,56,PhD,Divorced,4116.58,30,Furniture,57,6
4128,49,Female,27700,63,Bachelor's,Divorced,2822.2,8,Furniture,3,7
4129,51,Female,27980,82,Bachelor's,Divorced,1919.43,44,Furniture,41,14
4130,62,Female,61688,60,Master's,Single,1074.98,26,Furniture,45,3
4131,36,Female,41474,37,Bachelor's,Divorced,284.39,39,Clothing,56,12
4132,55,Male,54424,21,PhD,Divorced,4885.86,25,Clothing,5,9
4133,33,Female,110919,53,Master's,Married,3321.31,13,Groceries,11,3
4134,19,Male,107389,53,Master's,Married,3912.88,49,Furniture,34,6
4135,57,Female,25470,80,Master's,Single,3865.31,13,Furniture,47,12
4136,34,Male,64805,33,High School,Single,854.54,15,Electronics,17,14
4137,51,Female,41514,2,Bachelor's,Single,4899.75,33,Clothing,86,12
4138,59,Male,115295,92,PhD,Married,4462.75,15,Furniture,14,5
4139,33,Female,97737,46,Bachelor's,Single,3419.43,23,Groceries,81,8
4140,55,Male,58009,55,High School,Married,3285.65,11,Furniture,88,2
4141,19,Female,63194,53,PhD,Single,2312.62,23,Groceries,1,10
4142,19,Male,83879,68,Bachelor's,Divorced,3289.04,27,Beauty,9,6
4143,43,Male,46823,50,PhD,Married,2764.19,8,Electronics,91,9
4144,30,Male,83542,43,Master's,Single,1090.56,38,Electronics,39,5
4145,64,Male,118685,20,High School,Single,2693.1,10,Electronics,9,13
4146,48,Female,85830,22,High School,Single,3894.55,18,Clothing,95,3
4147,51,Female,85590,53,High School,Single,629.98,20,Furniture,72,7
4148,56,Male,107883,83,Master's,Divorced,3029.22,31,Groceries,34,10
4149,20,Female,110754,94,PhD,Married,4159.24,11,Clothing,96,3
4150,25,Male,58314,35,Master's,Divorced,1562.93,1,Furniture,36,7
4151,40,Female,117196,45,High School,Single,1870.26,19,Electronics,70,7
4152,31,Female,101999,5,PhD,Single,3659.22,3,Electronics,85,3
4153,44,Male,77983,4,PhD,Divorced,1640.14,36,Clothing,22,2
4154,46,Female,95240,15,PhD,Married,1101.21,21,Clothing,1,7
4155,56,Male,31994,88,High School,Divorced,887.19,19,Groceries,52,5
4156,56,Female,68388,97,Bachelor's,Divorced,3337.15,30,Clothing,31,3
4157,18,Female,90906,74,Master's,Single,1439.97,40,Clothing,5,2
4158,34,Female,87879,99,PhD,Single,2506.0,49,Furniture,45,4
4159,58,Male,65003,96,Bachelor's,Divorced,4234.03,23,Electronics,36,12
4160,47,Female,89442,80,PhD,Single,4248.42,17,Furniture,86,5
4161,30,Male,57602,77,PhD,Married,4852.89,4,Electronics,22,12
4162,38,Male,114380,81,Master's,Single,3213.68,18,Electronics,56,1
4163,36,Female,102818,69,Bachelor's,Married,3662.01,8,Electronics,42,13
4164,36,Male,31516,45,High School,Married,4369.9,17,Electronics,81,11
4165,42,Female,23998,72,PhD,Married,3705.52,8,Groceries,87,11
4166,39,Male,54280,47,Bachelor's,Divorced,3349.44,31,Electronics,38,5
4167,48,Female,54588,90,Master's,Married,1299.45,7,Furniture,94,6
4168,34,Male,55583,12,PhD,Married,2548.48,42,Clothing,35,10
4169,40,Male,56018,38,Bachelor's,Married,4016.0,22,Groceries,45,4
4170,49,Male,41583,39,Master's,Divorced,1381.38,3,Electronics,84,6
4171,27,Male,101949,89,High School,Single,877.28,40,Electronics,42,11
4172,27,Female,53761,45,High School,Single,2549.35,16,Clothing,89,5
4173,53,Female,50268,50,Bachelor's,Married,4343.19,7,Electronics,86,14
4174,25,Male,66523,35,High School,Single,3948.06,47,Electronics,68,5
4175,69,Male,107714,61,PhD,Married,759.64,46,Groceries,96,3
4176,37,Male,119590,5,Bachelor's,Married,1335.03,11,Beauty,20,5
